Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,,
5411,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,MeOH,0.00,0.00,,
5412,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,MeOH,52.40,16414341.00,,
5413,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,MeOH,27.41,4460721.50,,
5414,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,MeOH,77.14,18470584.00,,
5415,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,MeOH,30.72,6036727.50,,
5416,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,MeOH,41.50,9553919.00,,
5417,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,MeOH,66.05,14134903.00,,
5418,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,MeOH,23.97,5338356.00,,
5419,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,MeOH,48.70,10578919.00,,
5420,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,MeOH,22.81,3148791.50,,
5421,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,MeOH,0.00,14576542.00,,
5422,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,MeOH,44.94,9618206.00,,
5423,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,MeOH,22.64,2934914.25,,
5424,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeOH,48.09,14031003.00,,
5425,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,MeOH,31.53,6405287.00,,
5426,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,MeOH,61.67,16833202.00,,
5427,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,MeOH,39.82,9421431.00,,
5428,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,MeOH,38.43,9172048.00,,
5429,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,MeOH,77.94,16984424.00,,
5430,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,MeOH,39.31,6262218.50,,
5431,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,MeOH,51.97,12361343.00,,
5432,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,MeOH,27.06,5588235.50,,
5433,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,MeOH,55.15,14465991.00,,
5434,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,MeOH,0.00,1384693.13,,
5435,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,MeOH,23.24,3962174.75,,
5436,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeOH,42.14,13274571.00,,
5437,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,MeOH,0.00,7310361.50,,
5438,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,MeOH,0.00,12271177.00,,
5439,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,MeOH,0.00,5744240.00,,
5440,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,MeOH,18.10,6992754.00,,
5441,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,MeOH,0.00,15255291.00,,
5442,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,MeOH,0.00,4317743.50,,
5443,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,MeOH,0.00,5952260.00,,
5444,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,Et3N,2.5,MeOH,0.00,3926019.75,,
5445,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,Et3N,2.5,MeOH,0.00,9002066.00,,
5446,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,Et3N,2.5,MeOH,21.50,2536203.25,,
5447,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,Et3N,2.5,MeOH,0.00,1351239.63,,
5448,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeOH,18.23,9521740.00,,
5449,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,CsF,2.5,MeOH,20.19,8128764.00,,
5450,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,CsF,2.5,MeOH,46.94,11781461.00,,
5451,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,CsF,2.5,MeOH,21.65,7883028.50,,
5452,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,CsF,2.5,MeOH,11.53,5576128.00,,
5453,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,CsF,2.5,MeOH,60.59,14692574.00,,
5454,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,CsF,2.5,MeOH,43.34,6929089.50,,
5455,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,CsF,2.5,MeOH,16.64,6783534.50,,
5456,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,CsF,2.5,MeOH,11.74,5494466.00,,
5457,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,CsF,2.5,MeOH,23.77,9137352.00,,
5458,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,CsF,2.5,MeOH,22.54,3214163.50,,
5459,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,CsF,2.5,MeOH,22.20,3222684.75,,
5460,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,CsF,2.5,MeOH,21.28,10881378.00,,
5461,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,K3PO4,2.5,MeOH,15.43,6966141.00,,
5462,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,MeOH,75.50,18418186.00,,
5463,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,MeOH,28.06,9038224.00,,
5464,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,MeOH,46.53,11146657.00,,
5465,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,MeOH,76.26,18155762.00,,
5466,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,MeOH,44.45,6915390.00,,
5467,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,MeOH,62.98,13898592.00,,
5468,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,MeOH,9.19,4525493.50,,
5469,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,MeOH,80.40,18712254.00,,
5470,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,MeOH,41.36,7829057.50,,
5471,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,MeOH,22.57,3081806.25,,
5472,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeOH,61.15,14799149.00,,
5473,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,None,2.5,MeCN,31.48,7754564.50,,
5474,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,None,2.5,MeCN,20.98,6258806.00,,
5475,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,None,2.5,MeCN,38.90,8569165.00,,
5476,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,None,2.5,MeCN,18.65,2422580.75,,
5477,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,MeCN,23.43,4444896.00,,
5478,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,MeCN,37.87,5678114.00,,
5479,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,MeCN,22.72,3707341.50,,
5480,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,MeCN,23.02,4489072.00,,
5481,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,MeCN,19.74,2262784.75,,
5482,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,MeCN,0.00,1866561.75,,
5483,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,MeCN,0.00,563587.13,,
5484,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,None,2.5,MeCN,19.52,2062927.38,,
5485,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,MeCN,58.96,12564797.00,,
5486,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,MeCN,61.14,13593693.00,,
5487,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,MeCN,61.93,14987859.00,,
5488,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,MeCN,35.74,6959004.00,,
5489,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,MeCN,47.41,12149435.00,,
5490,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,MeCN,55.25,9116231.00,,
5491,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,MeCN,60.20,13828262.00,,
5492,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,MeCN,29.28,5916541.50,,
5493,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,MeCN,54.57,13817691.00,,
5494,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,MeCN,0.00,936683.63,,
5495,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,MeCN,0.00,918385.19,,
5496,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,MeCN,53.49,15794103.00,,
5497,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,MeCN,79.01,17581786.00,,
5498,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,MeCN,65.06,13030976.00,,
5499,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,MeCN,77.78,18652642.00,,
5500,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,MeCN,69.46,15660429.00,,
5501,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,MeCN,54.98,12750200.00,,
5502,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,MeCN,51.75,7098801.00,,
5503,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,MeCN,49.69,11740769.00,,
5504,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,MeCN,33.59,6743757.50,,
5505,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,MeCN,58.81,13684820.00,,
5506,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,MeCN,0.00,615805.75,,
5507,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,MeCN,0.00,336637.03,,
5508,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,39.22,11638056.00,,
5509,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,MeCN,75.27,15363268.00,,
5510,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,MeCN,60.28,11290943.00,,
5511,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,MeCN,59.88,13114933.00,,
5512,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,MeCN,33.92,6530970.00,,
5513,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,MeCN,46.40,10650648.00,,
5514,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,MeCN,56.51,7950128.00,,
5515,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,MeCN,50.71,11869593.00,,
5516,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,MeCN,25.78,4403626.50,,
5517,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,MeCN,44.72,11875207.00,,
5518,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,MeCN,0.00,783652.88,,
5519,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,MeCN,0.00,417231.09,,
5520,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,51.33,14980278.00,,
5521,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,MeCN,88.22,19003122.00,,
5522,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,MeCN,75.14,15757298.00,,
5523,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,MeCN,81.94,18581650.00,,
5524,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,MeCN,61.38,11750183.00,,
5525,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,MeCN,56.12,12195946.00,,
5526,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,MeCN,61.75,7832740.00,,
5527,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,MeCN,48.41,13607133.00,,
5528,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,MeCN,29.17,5130854.00,,
5529,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,MeCN,54.61,10272918.00,,
5530,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,MeCN,28.48,5405125.50,,
5531,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,MeCN,0.00,1183529.50,,
5532,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,MeCN,40.64,12302769.00,,
5533,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,MeCN,64.23,16013559.00,,
5534,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,MeCN,57.06,10843225.00,,
5535,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,MeCN,70.11,16051965.00,,
